Source;Target;Weight
Corsi, Pietro;Fischer, Jean-Louis;1
Cohen, Claudine;Fischer, Jean-Louis;1
Cohen, Claudine;Corsi, Pietro;1
Blanckaert, Claude;Corsi, Pietro;1
Blanckaert, Claude;Cohen, Claudine;1
Blancheton, Bertrand;Bonin, Hubert;1
Blanchet, Marie-Hélène;Gabriel, Frédéric;1
Bancel, Pascal;Lemaire, Sandrine;1
Bancel, Pascal;Blanchard, Pascal;1
Blanchard, Jean-Christophe;Guyot-Bachy, Isabelle;1
Blake-Roberts, Gaye;Skronski, Mariusz;1
Blaise, Marie;Gonzalez-Raymond, Anita;1
Blais-Laroche, Antoine;Trottier, Sara;1
Berman, David;O’Riordan, Patricia;1
Berlinger, Marianne;Hofmann, Anne;1
Dard, Olivier;Fogacci, Frédéric;1
Bolton, Marie;Marie-Élisabeth, Baudouin;1
Baume, Sandrine;Fontana, Biancamaria;1
Bauman, Thomas;McClymonds, Marita Petzoldt;1
Bauduin, Pierre;D’Angelo, Edoado;1
Baudry, Samuel;Reynaud, Denis;1
Lardeur, Alexandre;Leterrier, Sophie-Anne;1
Baudoux-Rousseau, Laurence;Leterrier, Sophie-Anne;1
Baudoux-Rousseau, Laurence;Lardeur, Alexandre;1
Baudin, Rodolphe;Veselova, Alexandra;1
Garneau, Jean-Philippe;Nootens, Thierry;1
Baudez, Basile;Massounie, Dominique;1
Battaggion, Victor;Sarmant, Thierry;1
Cahalan, Sarah Burke;Tchikine, Anatole;1
Batsaki, Yota;Tchikine, Anatole;1
Batsaki, Yota;Cahalan, Sarah Burke;1
Batou, J.;Szlajfer, H.;1
Batchelor, Jennie;Powell, Manushag N.;1
Baumier, Béatrice;Maillard, Christophe;1
Baumier, Béatrice;Petitfrère, Claude;1
Baumier, Béatrice;Caillou, François;1
Maillard, Christophe;Petitfrère, Claude;1
Beaupré, Nicolas;Rance, Karine;1
Gervais, Stéphan;Papillon, Martin;1
Beaulieu, Alain;Papillon, Martin;1
Beaulieu, Alain;Gervais, Stéphan;1
Claustre, Julie;Marmursztejn, Elsa;1
Beaulande-Barraud, Véronique;Marmursztejn, Elsa;1
Beaulande-Barraud, Véronique;Claustre, Julie;1
Beaudin, Jean-Dominique;Flanchec, Vân Dung Le;1
Bear Jr., James A.;Stanton, Lucia C.;1
Bazin, Claire;Leduc, Guyonne;1
Gobet, Aude;Saiello, Émilie Beck;1
Bayard, Marc;Gobet, Aude;1
Bayard, Marc;Saiello, Émilie Beck;1
Caillou, François;Petitfrère, Claude;1
Caillou, François;Maillard, Christophe;1
Batchelor, Jennie;Dow, Gillian;1
Fyson, Donald;Nootens, Thierry;1
Béaur, Gérard;Dessureault, Christian;1
Barrière, Florian;Bertonèche, Caroline;1
Bart, Jean;Verpeaux, Michel;1
Bart, Jean;Courvoisier, Claude;1
Bart, Jean;Clère, Jean-Jacques;1
Hester, Marianne;Roberts, Gareth;1
Barry, Jonathan;Roberts, Gareth;1
Barry, Jonathan;Hester, Marianne;1
Barry, Jonathan;Bigotti, Fabrizio;1
Chiu, Che Bing;Mosser, Monique;1
Fyson, Donald;Garneau, Jean-Philippe;1
Barrier, Janine;Chiu, Che Bing;1
Barrier, Janine;Mosser, Monique;1
Barney, Richard A.;Montag, Warren;1
Barker, Hannah;Burrows, Simon;1
Barker, Hannah;Chalus, Elaine;1
Fogacci, Frédéric;Grondeux, Jérôme;1
Dard, Olivier;Grondeux, Jérôme;1
Clère, Jean-Jacques;Courvoisier, Claude;1
Clère, Jean-Jacques;Verpeaux, Michel;1
Courvoisier, Claude;Verpeaux, Michel;1
Bartolomei, Arnaud;Lloret, Sylvain;1
Bastien, Pascal;Nootens, Thierry;1
Bastien, Pascal;Garneau, Jean-Philippe;1
Bastien, Pascal;Fyson, Donald;1
Leclant, Jean;Séni, Nora;1
Espagne, Michel;Séni, Nora;1
Espagne, Michel;Leclant, Jean;1
Chuvin, Pierre;Séni, Nora;1
Chuvin, Pierre;Leclant, Jean;1
Chuvin, Pierre;Espagne, Michel;1
Basch, Sophie;Séni, Nora;1
Basch, Sophie;Leclant, Jean;1
Basch, Sophie;Espagne, Michel;1
Barzman John, Jean-Pierre Castelain;Wauters, Éric;1
Buti, Gilbert;Daumalin, Xavier;1
Bartolotti, Fabien;Buti, Gilbert;1
Béaur, Gérard;Quenouëlle-Corre, Laure;1
Béaur, Gérard;Goy, Joseph;1
Adamo, Maria Gabriella;Berlan, Françoise;1
Paganini, Gianni;Salem, Jean;1
Fontaine, Guy;Muhidine, Timour;1
Fontaine, Guy;Jedrzejewski, Jan;1
Benoit-Dusausoy, Annick;Muhidine, Timour;1
Benoit-Dusausoy, Annick;Jedrzejewski, Jan;1
Guérin-Gasc, Sophie;Papin-Drastik, Ivonne;1
Benneteu, Brigitte;Papin-Drastik, Ivonne;1
Benneteu, Brigitte;Guérin-Gasc, Sophie;1
McKenna, Antony;Salem, Jean;1
Hanotin, Guillaume;Poumarède, Gérard;1
McKenna, Antony;Paganini, Gianni;1
Benitez, Miguel;Salem, Jean;1
Benitez, Miguel;Paganini, Gianni;1
Benitez, Miguel;McKenna, Antony;1
Benes, Mirka;Harris, Dianne;1
Jacquelard, Clotilde;Pavez, Mauricio Onetto;1
Bénat-Tachot, Louise;Pavez, Mauricio Onetto;1
Jedrzejewski, Jan;Muhidine, Timour;1
Benoit, Jean-Louis;Root, Jerry;1
Bénot, Yves;Dorigny, Marcel;1
Bensaude-Vincent, Bernadette;Blondel, Christine;1
Berghahn, Cord-Friedrich;Kinzel, Till;1
Botting, Eileen Hunt;Coffee, Alan;1
Bergès, Sandrine;Coffee, Alan;1
Bergès, Sandrine;Botting, Eileen Hunt;1
Berenson, Edward;Prochasson, Christophe;1
Berenson, Edward;Duclert, Vincent;1
Berelowitch, Wladimir;Porret, Michel;1
Flückiger, Jean-Carlo;Réda, Jacques;1
Berchtold, Jacques;Flückiger, Jean-Carlo;1
Berchtold, Jacques;Réda, Jacques;1
Berchtold, Jacques;Rosset, François;1
Glaudes, Pierre;Roulin, Jean-Marie;1
Bercegol, Fabienne;Roulin, Jean-Marie;1
Béraud, Alain;Faccarello, Gilbert;1
Bequet, Hélène;Frederkin, Bettina;1
Bénat-Tachot, Louise;Jacquelard, Clotilde;1
Bély, Lucien;Poumarède, Gérard;1
Beaurepaire, Pierre-Yves;Häseler, Jens;1
Beck-Saiello, Émilie;Bret, Jean-Noël;1
Belamarić, Joško;Šverko, Ana;1
Beiderbeck, Friedrich;Gantet, Claire;1
Bègue, Alain;Indurain, Carlos Mata;1
Bégorre-Bret, Cyrille;Morana, Cyril;1
Béghain, Patrice;Kneubühler, Michel;1
Bédard, Éric;Goyette, Julien;1
Becker, Peter;Wetzell, Richard F.;1
Châtel, Laurent;Martichou, Élisabeth;1
Bély, Lucien;Hanotin, Guillaume;1
Beck Saiello, Émilie;Martichou, Élisabeth;1
Beck Saiello, Émilie;Châtel, Laurent;1
Bertrand, Régis;Costedoat, Caroline;1
Beauvieux, Fleur;Costedoat, Caroline;1
Beauvieux, Fleur;Bertrand, Régis;1
Beauvalet, Scarlett;Dinet-Lecomte, Marie-Claude;1
Beaurepaire, Pierre-Yves;McKenna, Antony;1
Belhoste, Bruno;Edelman, Nicole;1
Belissa, Marc;Cottret, Bernard;1
Bell, David A.;Mintzker, Yair;1
Bell, David A.;Pimenova, Ludmila;1
Bellion, Wendy;Smentek, Kristel;1
Vervacke, Sabrina;van der Schueren, Éric;1
Belleguic, Thierry;van der Schueren, Éric;1
Belleguic, Thierry;Knee, Philip;1
Belleguic, Thierry;Ready, Kathryn;1
Lemonnier-Lesage, Virginie;Micheletto, Beatrice Zucca;1
Jourdain, Virginie;Micheletto, Beatrice Zucca;1
Jourdain, Virginie;Lemonnier-Lesage, Virginie;1
Bellavitis, Anna;Lemonnier-Lesage, Virginie;1
Bellavitis, Anna;Jourdain, Virginie;1
Casella, Laura;Raines, Dorit;1
Bellavitis, Anna;Raines, Dorit;1
Bellavitis, Anna;Casella, Laura;1
Pimenova, Ludmila;Pujol, Stéphane;1
Bell, David A.;Pujol, Stéphane;1
Cronk, Nicholas;Viala, Alain;1
Csernus, Sándor;Korompay, Clára;1
France, Peter;Manning, Susan;1
Nègre, Valérie;Spicq, Delphine;1
Hilaire, Michel;Wuhrmann, Sylvie;1
Perreau, Stephan;Stépanoff, Pierre;1
Hilaire, Michel;Stépanoff, Pierre;1
Hilaire, Michel;Perreau, Stephan;1
Hilaire, Michel;Stéphanoff, Pierre;1
Spicq, Delphine;Vermeir, Koen;1
Nègre, Valérie;Vermeir, Koen;1
Hilaire-Pérez, Liliane;Vermeir, Koen;1
Wuhrmann, Sylvie;Zeder, Olivier;1
Hilaire-Pérez, Liliane;Spicq, Delphine;1
Hilaire-Pérez, Liliane;Nègre, Valérie;1
Simon, Fabien;Thébaud-Sorger, Marie;1
Hilaire-Pérez, Liliane;Thébaud-Sorger, Marie;1
Hilaire-Pérez, Liliane;Simon, Fabien;1
Godefroy, Carl Alfred;Hahn-Godefroy, Johan Dietrich;1
Abdela, Sophie;Perrier-Chartrand, Julien;1
Hilaire, Michel;Zeder, Olivier;1
Hill, Mike;Montag, Warren;1
Gordon, Alden R.;Mosser, Monique;1
Hoins, Katharina;Vogtherr, Christoph;1
Holenstein, André;Jaquier, Claire;1
Tosato-Rigo, Danièle;Zurbuchen, Simone;1
Kapossy, Béla;Zurbuchen, Simone;1
Kapossy, Béla;Tosato-Rigo, Danièle;1
Holenstein, André;Zurbuchen, Simone;1
Holenstein, André;Tosato-Rigo, Danièle;1
Holenstein, André;Kapossy, Béla;1
Hogg, Richard M.;van Bergen, Linda;1
Himy-Piéry, Laure;Macé, Stéphane;1
Sobel, Mechal;Teute, Fredrika J.;1
Hoffman, Ronald;Teute, Fredrika J.;1
Hoffman, Ronald;Sobel, Mechal;1
Hoepel, Thomas;Sammler, Steffen;1
Pairault, Louis-Gilles;de Xaintrailles, Didier Poton;1
Hoareau, Muriel;de Xaintrailles, Didier Poton;1
Hoareau, Muriel;Pairault, Louis-Gilles;1
Godefroy, Carl Alfred;Hiernard, Jean;1
Hibberd, Sarah;Wrigley, Richard;1
Heymann, Brigitte;Steinbrügge, Lieselotte;1
Jahn, Manfred;Ryan, Marie-Laure;1
Herring, Susan C.;Schosler, Lene;1
Herring, Susan C.;van Reenen, Pieter;1
Kremer, Nathalie;Pelckmans, Paul;1
Herman, Jan;Kremer, Nathalie;1
Hallyn, Fernand;de Kris Peeters, avec l’aide;1
Herman, Jan;de Kris Peeters, avec l’aide;1
Hallyn, Fernand;Herman, Jan;1
Herman, David;Ryan, Marie-Laure;1
Heyberger, Bernard;Madinier, Rémy;1
Herman, David;Jahn, Manfred;1
Herbert de la Portbarré-Viard, Gaëlle;Robert, Renaud;1
Heppner, Harald;Schmale, Wolfgang;1
Heppner, Harald;Reisinger, Nikolaus;1
Henneton, Lauric;Roper, L.H.;1
Mayer, Paola;Runge, Anita;1
Henn, Marianne;Runge, Anita;1
Schosler, Lene;van Reenen, Pieter;1
Hersant, Marc;Pilorge, Marie-Paule;1
Hersant, Marc;Raviez, François;1
Pilorge, Marie-Paule;Ramond, Catherine;1
Heurtel, Pascale;Lenoir, Michèle;1
Bretschneider, Falk;Lusset, Élisabeth;1
Bretschneider, Falk;Claustre, Julie;1
Claustre, Julie;Lusset, Élisabeth;1
Bretschneider, Falk;Heullant-Donat, Isabelle;1
Heullant-Donat, Isabelle;Lusset, Élisabeth;1
Claustre, Julie;Heullant-Donat, Isabelle;1
Claustre, J.;Lusset, E.;1
Heullant-Donat, I.;Lusset, E.;1
Claustre, J.;Heullant-Donat, I.;1
Heuclin, Jean;Leduc, Christophe;1
Hervouet, Isabelle;Rouhette, Anne;1
Durand-Bogaert, Fabienne;Hersant, Yves;1
Ramond, Catherine;Raviez, François;1
Pilorge, Marie-Paule;Raviez, François;1
Holenstein, André;Léchot, Timothée;1
Holenstein, André;Schläppi, Daniel;1
Holenstein, André;la collaboration de Perrine Bächli, avec;1
Codignola, Luca;Harvey, Fernand;1
Ismard, Paulin;Rossi, Benedetta;1
Innes, Joanna;Philp, Mark;1
Ingrassia, Catherine;Thomas, Claudia N.;1
Vaugeois, Denis;Veyssière, Laurent;1
Imbeault, Sophie;Veyssière, Laurent;1
Imbeault, Sophie;Vaugeois, Denis;1
Hynes, Peter;James-Cavan, Kathleen;1
Harvey, Fernand;Hurtubise, Pierre;1
Huetz de Lemps, Alain;Pitte, Jean-Robert;1
Codignola, Luca;Hurtubise, Pierre;1
Hurel, Daniel Odon;Massoni, Anne;1
Giossi, Lucas;de Reyff, Simone;1
Giossi, Lucas;Hunkeler, Thomas;1
Hunkeler, Thomas;de Reyff, Simone;1
Hulme, Peter;Youngs, Tim;1
Huguenin, Séverine;Léchot, Timothée;1
Ismard, Paulin;Vidal, Cécile;1
Rossi, Benedetta;Vidal, Cécile;1
Jacobs, Helmut C.;Schlüter, Gisela;1
Jacobson, Miriam;Park, Julie;1
Jarosz, Krzysztof;Szatanik, Zuzanna;1
Serruys, Michael-W.;Tamaki, Toshiaki;1
Jarnoux, Philippe;Tamaki, Toshiaki;1
Jarnoux, Philippe;Serruys, Michael-W.;1
Jardin, Étienne Jardin;Taïeb, Patrick;1
Ducourau, Bertrand;Jaouen, Marine;1
Dunne, J.;Janssens, P.;1
Jankowiak, François;Pettinaroli, Laura;1
Janand, Marie-Caroline;Perrin, Éric;1
James-Raoul, Danièle;Laurent, Françoise;1
Jalabert, Laurent;Léonard, Julien;1
Jaffe, Catherine M. Jaffe;Yagüe, Elisa Martín-Valdepeñas;1
Jacques-Chaquin, Nicole;Préaud, Maxime;1
Jacot Grapa Caroline, Nicole Jacques-Lefèvre;Trevisan, Carine;1
Jacot Grapa Caroline, Nicole Jacques-Lefèvre;Séité, Yannick;1
Hughes, Derek;Todd, Janet;1
Huebert, Ronald;McNeil, David;1
Berger, Tobias;Holenstein, André;1
Berger, Tobias;la collaboration de Perrine Bächli, avec;1
Honneth, Axel;Wellmer, Albrecht;1
Honneth, Axel;Offe, Claus;1
Honneth, Axel;McCarthy, Thomas;1
Honegger, Marc;Prévost, Paul;1
Schmidt-Linsenhoff, Viktoria;Uerlings, Herbert;1
Hölz, Karl;Uerlings, Herbert;1
Hölz, Karl;Schmidt-Linsenhoff, Viktoria;1
Berger, Tobias;Schläppi, Daniel;1
Hudson, Nicholas;Santesso, Aaron;1
Schläppi, Daniel;la collaboration de Perrine Bächli, avec;1
Berger, Tobias;Léchot, Timothée;1
Léchot, Timothée;la collaboration de Perrine Bächli, avec;1
Léchot, Timothée;Schläppi, Daniel;1
Berger, Tobias;Jaquier, Claire;1
Jaquier, Claire;la collaboration de Perrine Bächli, avec;1
Jaquier, Claire;Schläppi, Daniel;1
McCarthy, Thomas;Offe, Claus;1
McCarthy, Thomas;Wellmer, Albrecht;1
Offe, Claus;Wellmer, Albrecht;1
Horard, Marie-Pierre;Laurioux, Bruno;1
Furstemberg, François;Hubert, Ollivier;1
Charpentier, Emmanuelle;Hroděj, Philippe;1
Howells, Coral Ann;Kröller, Eva-Marie;1
Andreopoulos, George J.;Shulman, Mark R.;1
Howard, Michael;Shulman, Mark R.;1
Andreopoulos, George J.;Howard, Michael;1
Houte, Arnaud-Dominique;Luc, Jean-Noël;1
Morel, Charlotte;Yuva, Ayşe;1
Hourcade, Emmanuel;Yuva, Ayşe;1
Hourcade, Emmanuel;Morel, Charlotte;1
Botalla, Horacio;Godoy, Cristina;1
Botalla, Horacio;Hourcade, Eduardo;1
Godoy, Cristina;Hourcade, Eduardo;1
Hotson, Howard;Wallnig, Thomas;1
Arroyo, Félix Labrador;Hortal Muñoz, José Eloy;1
Henn, Marianne;Mayer, Paola;1
Hémery, Axel;Percival, Melissa;1
Birkner, Nina;Mondot, Jean;1
Grell, Chantal;Laplanche, François;1
Grévy, J.;Turrel, D.;1
Grévy, J.;Manigand, C.;1
Arrizabalaga, Jon;Cunningham, Andrew;1
Arrizabalaga, Jon;Grell, Ole Peter;1
Cunningham, Andrew;Grell, Ole Peter;1
Grell, Ole Peter;Porter, Roy;1
Grell, Chantal;Stanic, Milovan;1
Droixhe, Daniel;Grell, Chantal;1
Holm, Christiane;van Eck, Caroline;1
Grell, Chantal;de Fortanier, Arnaud Ramière;1
Gregori, Simona;Oppici, Patrizia;1
Greenwood, F. Murray;Wright, Barry;1
Beau, Bryan F. Le;Greenspoon, Leonard Jay;1
Barash, Carol;Greenfield, Susan C.;1
Green, Nancy L.;Weil, François;1
Green, Emily H.;Mayes, Catherine;1
Manigand, C.;Turrel, D.;1
Grivel, Marianne;Meyer, Véronique;1
Grivel, Marianne;Leutrat, Estelle;1
Grivel, Marianne;Wachenheim, Pierre;1
Guichard, Charlotte;van Damme, Stéphane;1
Guest, Kristen;Mattfeld, Monica;1
Guérout, Jeanne;Mauduit, Xavier;1
Martin, Virginie;Quang, Jeanne-Laure Le;1
Guermazi, Alexandre;Martin, Virginie;1
Guermazi, Alexandre;Quang, Jeanne-Laure Le;1
Bouëdec, Gérard Le;Guerber, Éric;1
Gueniffey, Patrice;Lentz, Thierry;1
Gueniffey, Patrice;Lorrain, François-Guillaume;1
Grove, Laurence;Russell, Daniel;1
Grotte, Sophie;Sosoe, Lukas;1
Grotte, Sophie;Lequan, Mai;1
Leutrat, Estelle;Wachenheim, Pierre;1
Meyer, Véronique;Wachenheim, Pierre;1
Leutrat, Estelle;Meyer, Véronique;1
Kobi, Valérie;van Eck, Caroline;1
Holm, Christiane;Kobi, Valérie;1
Brugerolles, Emmanuelle;Guiet, David;1
Gosselin-Rodière, Simon;Schoenecker, Aurore;1
Goulet, Anne-Madeleine;Nieden, Gesa zur;1
Lidsky, Paul;Masseau, Didier;1
Goulemot, Jean M.;Lidsky, Paul;1
Martin, Daniel;Parmentier, Bérengère;1
Goubier, Geneviève;Martin, Daniel;1
Goubier, Geneviève;Parmentier, Bérengère;1
Goubert, Jean-Pierre;Rey, Roselyne;1
Gorrara, Claire;Langford, Rachel;1
Grave, Johannes;van Eck, Caroline;1
Daniel Rabreau, Anne-Cécile Tizon-Germe;Vittet, Jean;1
Mosser, Monique;Vittet, Jean;1
Daniel Rabreau, Anne-Cécile Tizon-Germe;Mosser, Monique;1
Morin, Christophe;Vittet, Jean;1
Daniel Rabreau, Anne-Cécile Tizon-Germe;Morin, Christophe;1
Morin, Christophe;Mosser, Monique;1
Gordon, Alden R.;Vittet, Jean;1
Domínguez, José María;Goulet, Anne-Madeleine;1
Goulet, Anne-Madeleine;Oriol, Élodie;1
Domínguez, José María;Oriol, Élodie;1
Campos, Rémy;Goulzet, Anne-Madeleine;1
Grave, Johannes;Kobi, Valérie;1
Grave, Johannes;Holm, Christiane;1
Ruffing, Margit;Terra, Ricardo;1
Grapotte, Sophie;Terra, Ricardo;1
Grapotte, Sophie;Sosoe, Lukas;1
Grapotte, Sophie;Prunea-Bretonnet, Tinca;1
Grande, James;Stevenson, John;1
Graille, Patrick;Kozul, Mladen;1
Berland, Kevin;Graham, Kenneth W.;1
Gouzi, Christine;Leribault, de Christophe;1
Duron, Jean;da Vinha, Mathieu;1
Campos, Rémy;Duron, Jean;1
Campos, Rémy;da Vinha, Mathieu;1
Duron, Jean;Goulzet, Anne-Madeleine;1
Goulzet, Anne-Madeleine;da Vinha, Mathieu;1
Gady, Alexandre;Guiet, David;1
Brugerolles, Emmanuelle;Gady, Alexandre;1
Birkner, Nina;Mix, York-Gotthart;1
Hatem, Nicole;Ibrahim, Annie;1
Dulas, Charles;Rijdt, Robert-Jan Te;1
Elen, Albert;Hautekeete, Stefan;1
Dulas, Charles;Hautekeete, Stefan;1
Hautekeete, Stefan;Rijdt, Robert-Jan Te;1
Messerli, Sylviane;Tissot, Laurent;1
Hauser, Claude;Tissot, Laurent;1
Hauser, Claude;Messerli, Sylviane;1
Haskins Gonthier, Ursula;Sandrier, Alain;1
Nathalie Rollet-Bricklin, Yann Sordet;Quéruel, Danielle;1
Hascher, Xavier;Papadopoulos, Athanase;1
Beaulieu, Gérard;Harvey, Fernand;1
Kelsay, John;Twiss, Sumner B.;1
Hargreaves, Alec G.;Twiss, Sumner B.;1
Hargreaves, Alec G.;Kelsay, John;1
Hardy, René;Séguin, Normand;1
Nathalie Rollet-Bricklin, Yann Sordet;Weber, Anne;1
Elen, Albert;Rijdt, Robert-Jan Te;1
Dulas, Charles;Elen, Albert;1
Bour, Isabelle;Hayes, Kevin J.;1
Hayez, Cécile;Lisse, Michel;1
Mix, York-Gotthart;Mondot, Jean;1
Birkner, Nina;Heitz, Raymond;1
Heitz, Raymond;Mondot, Jean;1
Heitz, Raymond;Mix, York-Gotthart;1
Heilbron, John L.;Sigrist, René;1
Heger-Étienvre, Marie-Jeanne;Poisson, Guillaume;1
Freyssinet, Marianne;Trouvé, Stéphanie;1
Heck, Michèle-Caroline;Trouvé, Stéphanie;1
Freyssinet, Marianne;Heck, Michèle-Caroline;1
Landry, Kenneth;Lever, Yves;1
Hébert, Pierre;Landry, Kenneth;1
Hébert, Pierre;Lever, Yves;1
Andrès, Bernard;Gagnon, Alex;1
Gagnon, Alex;Hébert, Pierre;1
Andrès, Bernard;Hébert, Pierre;1
Quéruel, Danielle;Weber, Anne;1
Bars, Fabienne Le;Weber, Anne;1
Guilhaumou, Jacques;Piguet, Marie-France;1
Haffemayer, Stéphane;Hugon, Alain;1
Hafter, Daryl M.;Kushner, Nina;1
Häfner, Ralph;Multhammer, Michael;1
Sordet, Yann;Vellet, Christophe;1
Hugon, Alain;Vellet, Christophe;1
Hugon, Alain;Sordet, Yann;1
Haffemayer, Stéphane;Vellet, Christophe;1
Haffemayer, Stéphane;Sordet, Yann;1
Hacke, Daniela;Musselwhite, Paul;1
Bars, Fabienne Le;Nathalie Rollet-Bricklin, Yann Sordet;1
Haber, Stéphane;Macé, Arnaud;1
Haase-Dubosc, Danielle;Viennot, Éliane;1
Haakonssen, Knud;Olden-Jørgensen, Sebastian;1
Guillorel, Éva;Hopkin, David;1
Guillet, Bertrand;Pothier, Louise;1
Pierre, Guillaume;Turgeon, Laurier;1
Guilhaumou, Jacques;Monnier, Raymonde;1
Haguet, Lucile;Hofmann, Catherine;1
Hallett, Mark;Llewellyn, Nigel;1
Hallett, Mark;Myrone, Martin;1
Llewellyn, Nigel;Myrone, Martin;1
Bars, Fabienne Le;Quéruel, Danielle;1
Hans-Collas, Ilona;Weber, Anne;1
Hans-Collas, Ilona;Nathalie Rollet-Bricklin, Yann Sordet;1
Hans-Collas, Ilona;Quéruel, Danielle;1
Bars, Fabienne Le;Hans-Collas, Ilona;1
Hanotin, Guillaume;Picco, Dominique;1
Campbell, Mungo;Pearce, Nick;1
Campbell, Mungo;Hancock, E. Geoffrey;1
Hancock, E. Geoffrey;Pearce, Nick;1
Hamraoui, Éric;Rey, Anne-Lise;1
Hamon, Philippe;Roger-Vasselin, Denis;1
Hamon, Philippe;Laurent, Catherine;1
Hammond, Mary;Rose, Jonathan;1
Hambridge, Katherine;Hicks, Jonathan;1
Halsey, Katie;Slinn, Jane;1
Jarosz, Krzysztof;Warmuzinska, Joanna;1
Szatanik, Zuzanna;Warmuzinska, Joanna;1
Brygoo, Édouard-Raoul;Jaussaud, Philippe;1
Lemesle, Bruno;Nassiet, Michel;1
Padiou, Nicolas;de l’Estoile, Laurence;1
Padiou, Nicolas;la collaboration de Markus Dauss, avec;1
de l’Estoile, Laurence;la collaboration de Markus Dauss, avec;1
Leniaud, Jean-Michel;Padiou, Nicolas;1
Leniaud, Jean-Michel;de l’Estoile, Laurence;1
Leniaud, Jean-Michel;la collaboration de Markus Dauss, avec;1
Lemoine, Annnick;de Saint-Léger, Sixtine;1
Lembcke, Olivier W.;Weber, Florian;1
Lee Hyde, Melissa;Scott, Katie;1
Lembcke, Oliver W.;Weber, Florian;1
Lemaire, Jacques Ch.;Révauger, Cécile;1
Blanchard, Shaun;Lehner, Ulrich L.;1
Legrand, Raphaëlle;Trotier, Rémy-Michel;1
Flores, Jorge;Županov, Ines G.;1
Flores, Jorge;Lefèvre, Corinne;1
Lefèvre, Corinne;Županov, Ines G.;1
Lenne-Cornuez, Johanna;Spector, Céline;1
Lenoir, Frédéric;de Tonnac, Jean-Philippe;1
Leoni, Sylviane;Ouellet, Réal;1
Lepetit, Bernard;Topalov, Christian;1
Leuwers, Hervé;Salas, Denis;1
Leuwers, Hervé;Martin, Virginie;1
Jessenne, Jean-Pierre;la collaboration de Jacques Bernet, avec;1
Leuwers, Hervé;la collaboration de Jacques Bernet, avec;1
Magnusson, Carl;Marquaille, Léonie;1
Lett, Matthieu;Marquaille, Léonie;1
Lett, Matthieu;Magnusson, Carl;1
Guibert, Jean-Sébastien;Lesueur, Boris;1
Gomez-Géraud, Marie-Christine;Lestringant, Frank;1
Sellier, Philippe;la collaboration de Jean Mesnard, avec;1
McKenna, Antony;Sellier, Philippe;1
McKenna, Antony;la collaboration de Jean Mesnard, avec;1
Lesaulnier, Jean;Sellier, Philippe;1
Lesaulnier, Jean;la collaboration de Jean Mesnard, avec;1
Lesaulnier, Jean;McKenna, Antony;1
Boixareu, Mercè;Lefere, Robin;1
Leddy, Neven;Lifschitz, Avi S.;1
Lewis, G. Malcolm;Woodward, David;1
Le Blanc, Judith;Schneider, Herbert;1
Le Bot, Florent;Perrin, Cédric;1
Le Borgne, Françoise;Vuillemin, Nathalie;1
Le Borgne, Françoise;Parsis-Barubé, Odile;1
Le Borgne, Françoise;Platelle, Fanny;1
Le Bon, Laurent;Mauriès, Patrick;1
Le Blanc, Judith;Schang-Norbelly, Marie-Cécile;1
Le Blanc, Judith;Legrand, Raphaëlle;1
Le Blanc, Charles;Simonutti, Luisa;1
Lecercle, François;Navaud, Guillaume;1
Gabaude, Florent;Schober, Angelika;1
Gabaude, Florent;Le Berre, Aline;1
Le Berre, Aline;Schober, Angelika;1
Lawrence, Christopher;Macdonald, Fiona A.;1
Murcia, Claude;Salado, Régis;1
Lavocat, Françoise;Salado, Régis;1
Lavocat, Françoise;Murcia, Claude;1
Le Bouëdec, Gérard;Nicolas, Brigitte;1
Le Gac, Julie;Virgili, Fabrice;1
Le Goff, Jacques;Rémond, René;1
Le Moel, Michel;la collaboration de Sophie Descat, avec;1
Carrenza, Brenda;Suarez, Ana Lourdes;1
Carrenza, Brenda;Lecaroz, Véronique;1
Lecaroz, Véronique;Suarez, Ana Lourdes;1
Lebeurre, Alexia;Ollagnier, Claire;1
Ebeling, Jörg;Leben, Ulrich;1
Le Roy Ladurie, Emmanuel;Sermain, Jean-Paul;1
Berchtold, Jacques;Le Roy Ladurie, Emmanuel;1
Le Roux, Nicolas;Wrede, Martin;1
Le Quinio, Alexis;Santolini, Thierry;1
Loiseau, Jérôme;Rauwel, Alain;1
Le Page, Dominique;Rauwel, Alain;1
Le Page, Dominique;Loiseau, Jérôme;1
Brünig, Andrea;Pergoux-Baeza, Catherine;1
Le Nan, Frédérique;Pergoux-Baeza, Catherine;1
Brünig, Andrea;Le Nan, Frédérique;1
Martin, Virginie;Salas, Denis;1
Liauzu, Claude;Manceron, Gilles;1
Desmartis, Marie;Mayor, Grégoire;1
Landes, Joan B.;Lunger Knoppers, Laura;1
Weishaupt, Matthias;Zelle, Carsten;1
Lütteken, Anett;Zelle, Carsten;1
Lütteken, Anett;Weishaupt, Matthias;1
Lüsebrink, Hans-Jürgen;Tietz, Manfred;1
Lüsebrink, Hans-Jürgen;Popkin, Jeremy D.;1
Lüsebrink, Hans-Jürgen;Strugnell, Anthony;1
Burlot, Delphine Morana;Lurin, Emmanuel;1
Delon, Michel;Lund, Hans Peter;1
Gilet, Annie;Lourme, Véronique Gilles Bertrand;1
Briat-Philippe, Magali;Luijten, Ger;1
Luc, Jean-Noël;Médard, Frédéric;1
